MnBLRncBf14fVP2SEodD,2021-01-28T00:00:59.992Z,gjjcoreap01,log_weblogic_access,"gjjcoreap01 - -  ""GET /WebLogicMonitor/WebLogicMonitorServlet?type=subsystem&all=dXNlcm5hbWU9d2VibG9naWMmcGFzc3dvcmQ9d2VsY29tZTE%3D HTTP/1.1"" 200 86 "
M3BLRncBf14fVP2SEodD,2021-01-28T00:00:59.992Z,gjjcoreap01,log_weblogic_access,"gjjcoreap01 - -  ""GET /WebLogicMonitor/WebLogicMonitorServlet?type=servlet&all=dXNlcm5hbWU9d2VibG9naWMmcGFzc3dvcmQ9d2VsY29tZTE%3D HTTP/1.1"" 200 13931 "
NHBLRncBf14fVP2SEodD,2021-01-28T00:00:59.992Z,gjjcoreap01,log_weblogic_access,"gjjap03 - -  ""GET /WebLogicMonitor/WebLogicMonitorServlet?type=info&all=dXNlcm5hbWU9d2VibG9naWMmcGFzc3dvcmQ9d2VsY29tZTE%3D HTTP/1.1"" 200 2076 "
NXBLRncBf14fVP2SEodD,2021-01-28T00:00:59.992Z,gjjcoreap01,log_weblogic_access,"gjjap03 - -  ""GET /WebLogicMonitor/WebLogicMonitorServlet?type=info&all=dXNlcm5hbWU9d2VibG9naWMmcGFzc3dvcmQ9d2VsY29tZTE%3D HTTP/1.1"" 200 2075 "
PHBLRncBf14fVP2SEodD,2021-01-28T00:00:59.992Z,gjjcoreap01,log_weblogic_access,"gjjap03 - -  ""GET /WebLogicMonitor/WebLogicMonitorServlet?type=thread&all=dXNlcm5hbWU9d2VibG9naWMmcGFzc3dvcmQ9d2VsY29tZTE%3D HTTP/1.1"" 200 80 "
PXBLRncBf14fVP2SEodD,2021-01-28T00:00:59.992Z,gjjcoreap01,log_weblogic_access,"gjjap03 - -  ""GET /WebLogicMonitor/WebLogicMonitorServlet?type=jdbcconnection&all=dXNlcm5hbWU9d2VibG9naWMmcGFzc3dvcmQ9d2VsY29tZTE%3D HTTP/1.1"" 200 344 "
PnBLRncBf14fVP2SEodD,2021-01-28T00:00:59.992Z,gjjcoreap01,log_weblogic_access,"gjjcoreap01 - -  ""GET /WebLogicMonitor/WebLogicMonitorServlet?type=info&all=dXNlcm5hbWU9d2VibG9naWMmcGFzc3dvcmQ9d2VsY29tZTE%3D HTTP/1.1"" 200 2075 "
QXBLRncBf14fVP2SEodD,2021-01-28T00:00:59.992Z,gjjcoreap01,log_weblogic_access,"gjjap03 - -  ""GET /WebLogicMonitor/WebLogicMonitorServlet?type=info&all=dXNlcm5hbWU9d2VibG9naWMmcGFzc3dvcmQ9d2VsY29tZTE%3D HTTP/1.1"" 200 2076 "
Q3BLRncBf14fVP2SEodD,2021-01-28T00:00:59.992Z,gjjcoreap01,log_weblogic_access,"gjjap03 - -  ""GET /WebLogicMonitor/WebLogicMonitorServlet?type=jdbcconnection&all=dXNlcm5hbWU9d2VibG9naWMmcGFzc3dvcmQ9d2VsY29tZTE%3D HTTP/1.1"" 200 344 "
RnBLRncBf14fVP2SEodD,2021-01-28T00:00:59.992Z,gjjcoreap01,log_weblogic_access,"gjjap03 - -  ""GET /WebLogicMonitor/WebLogicMonitorServlet?type=info&all=dXNlcm5hbWU9d2VibG9naWMmcGFzc3dvcmQ9d2VsY29tZTE%3D HTTP/1.1"" 200 2075 "
TXBLRncBf14fVP2SEodD,2021-01-28T00:00:59.992Z,gjjcoreap01,log_weblogic_access,"gjjap03 - -  ""GET /WebLogicMonitor/WebLogicMonitorServlet?type=info&all=dXNlcm5hbWU9d2VibG9naWMmcGFzc3dvcmQ9d2VsY29tZTE%3D HTTP/1.1"" 200 2076 "
UXBLRncBf14fVP2SEodD,2021-01-28T00:00:59.992Z,gjjcoreap01,log_weblogic_access,"gjjcoreap01 - -  ""GET /WebLogicMonitor/WebLogicMonitorServlet?type=ejb&all=dXNlcm5hbWU9d2VibG9naWMmcGFzc3dvcmQ9d2VsY29tZTE%3D HTTP/1.1"" 200 74 "
UnBLRncBf14fVP2SEodD,2021-01-28T00:00:59.992Z,gjjcoreap01,log_weblogic_access,"gjjcoreap01 - -  ""GET /WebLogicMonitor/WebLogicMonitorServlet?type=info&all=dXNlcm5hbWU9d2VibG9naWMmcGFzc3dvcmQ9d2VsY29tZTE%3D HTTP/1.1"" 200 2076 "
HHBKRncBf14fVP2STofM,2021-01-28T00:00:09.954Z,gjjcoreap01,log_weblogic_mSrv2,"#### <Info> <Common> <gjjcoreap01> <mSrv2> <QuartzpayBaseChgSendMsgUCCImpl> <<anonymous>> <> <> <18> <BEA-000628> <Created ""1"" resources for pool ""ds_2102001000"", out of which ""1"" are available and ""0"" are unavailable.> "
IHBKRncBf14fVP2STofM,2021-01-28T00:00:09.955Z,gjjcoreap01,log_weblogic_mSrv2,"#### <Info> <Common> <gjjcoreap01> <mSrv2> <QuartzDepositAccountSendMsgUCCImpl> <<anonymous>> <> <> <37> <BEA-000628> <Created ""1"" resources for pool ""ds_2102001000"", out of which ""1"" are available and ""0"" are unavailable.> "
hGVKRncBfPPrtQ4PUObb,2021-01-28T00:00:10.482Z,lcsopap03,log_weblogic_AdminServer,"#### <Info> <Diagnostics> <cwn15iopslcsopap03> <AdminServer> <[ACTIVE] ExecuteThread: '31' for queue: 'weblogic.kernel.Default (self-tuning)'> <<WLS Kernel>> <> <3ca271cc-c558-4fc0-8889-024ffc6cf558-000001f8> <87> <[severity-value: 64] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-320145> <Size based data retirement operation completed on archive HarvestedDataArchive. Retired 2,400 records in 1,472 ms.> "
hmVKRncBfPPrtQ4PUObb,2021-01-28T00:00:10.482Z,lcsopap03,log_weblogic_AdminServer,#### <Info> <Diagnostics> <cwn15iopslcsopap03> <AdminServer> <[ACTIVE] ExecuteThread: '31' for queue: 'weblogic.kernel.Default (self-tuning)'> <<WLS Kernel>> <> <3ca271cc-c558-4fc0-8889-024ffc6cf558-000001f8> <88> <[severity-value: 64] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-320145> <Size based data retirement operation completed on archive EventsDataArchive. Retired 0 records in 1 ms.> 
JHBKRncBf14fVP2SaodZ,2021-01-28T00:00:17.008Z,lcsopap02,log_weblogic_AdminServer,#### <Info> <Diagnostics> <cwn15aiopslcsopap02> <AdminServer> <[ACTIVE] ExecuteThread: '22' for queue: 'weblogic.kernel.Default (self-tuning)'> <<WLS Kernel>> <> <8e3cfd27-477d-43b5-959a-879c0258c3ee-00000210> <66> <[severity-value: 64] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-320143> <Scheduled 1 data retirement tasks as per configuration.> 
JXBKRncBf14fVP2SaodZ,2021-01-28T00:00:17.008Z,lcsopap02,log_weblogic_AdminServer,#### <Info> <Diagnostics> <cwn15aiopslcsopap02> <AdminServer> <[ACTIVE] ExecuteThread: '3' for queue: 'weblogic.kernel.Default (self-tuning)'> <<WLS Kernel>> <> <8e3cfd27-477d-43b5-959a-879c0258c3ee-00000211> <66> <[severity-value: 64] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-320144> <Size based data retirement operation started on archive HarvestedDataArchive.> 
UklKRncB75X1po2EiVqU,2021-01-28T00:00:25.003Z,lcsopap01,log_weblogic_AdminServer,#### <Info> <Diagnostics> <cwn15aiopslcsopap01> <AdminServer> <[ACTIVE] ExecuteThread: '26' for queue: 'weblogic.kernel.Default (self-tuning)'> <<WLS Kernel>> <> <272405ca-bed9-4067-a722-78fab8d695cc-0000020b> <45> <[severity-value: 64] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-320143> <Scheduled 1 data retirement tasks as per configuration.> 
U0lKRncB75X1po2EiVqU,2021-01-28T00:00:25.003Z,lcsopap01,log_weblogic_AdminServer,#### <Info> <Diagnostics> <cwn15aiopslcsopap01> <AdminServer> <[ACTIVE] ExecuteThread: '24' for queue: 'weblogic.kernel.Default (self-tuning)'> <<WLS Kernel>> <> <272405ca-bed9-4067-a722-78fab8d695cc-0000020c> <46> <[severity-value: 64] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-320144> <Size based data retirement operation started on archive HarvestedDataArchive.> 
WElKRncB75X1po2E-Fpy,2021-01-28T00:00:53.385Z,lcsmcap03,log_weblogic_AdminServer,#### <Info> <Diagnostics> <VM_1_22_redhat> <AdminServer> <[ACTIVE] ExecuteThread: '13' for queue: 'weblogic.kernel.Default (self-tuning)'> <<WLS Kernel>> <> <aaa4b10c-0a38-4cbf-9968-5627bdd4bafc-00000265> <05> <[severity-value: 64] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-320143> <Scheduled 1 data retirement tasks as per configuration.> 
WklKRncB75X1po2E-Fpy,2021-01-28T00:00:53.385Z,lcsmcap03,log_weblogic_AdminServer,"#### <Info> <Diagnostics> <VM_1_22_redhat> <AdminServer> <[ACTIVE] ExecuteThread: '1' for queue: 'weblogic.kernel.Default (self-tuning)'> <<WLS Kernel>> <> <aaa4b10c-0a38-4cbf-9968-5627bdd4bafc-00000266> <87> <[severity-value: 64] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-320145> <Size based data retirement operation completed on archive HarvestedDataArchive. Retired 2,400 records in 1,582 ms.> "
W0lKRncB75X1po2E-Fpy,2021-01-28T00:00:53.385Z,lcsmcap03,log_weblogic_AdminServer,#### <Info> <Diagnostics> <VM_1_22_redhat> <AdminServer> <[ACTIVE] ExecuteThread: '1' for queue: 'weblogic.kernel.Default (self-tuning)'> <<WLS Kernel>> <> <aaa4b10c-0a38-4cbf-9968-5627bdd4bafc-00000266> <87> <[severity-value: 64] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-320144> <Size based data retirement operation started on archive EventsDataArchive.> 
K3BKRncBf14fVP2S2Ier,2021-01-28T00:00:45.250Z,lcsmcap02,log_weblogic_AdminServer,#### <Info> <Diagnostics> <VM_1_49_redhat> <AdminServer> <[ACTIVE] ExecuteThread: '33' for queue: 'weblogic.kernel.Default (self-tuning)'> <<WLS Kernel>> <> <be6a7ad8-0319-4a0c-b57a-e9e27c85bd59-00000263> <65> <[severity-value: 64] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-320143> <Scheduled 1 data retirement tasks as per configuration.> 
LHBKRncBf14fVP2S2Ier,2021-01-28T00:00:45.250Z,lcsmcap02,log_weblogic_AdminServer,#### <Info> <Diagnostics> <VM_1_49_redhat> <AdminServer> <[ACTIVE] ExecuteThread: '18' for queue: 'weblogic.kernel.Default (self-tuning)'> <<WLS Kernel>> <> <be6a7ad8-0319-4a0c-b57a-e9e27c85bd59-00000264> <66> <[severity-value: 64] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-320144> <Size based data retirement operation started on archive HarvestedDataArchive.> 
LnBKRncBf14fVP2S2Ier,2021-01-28T00:00:45.250Z,lcsmcap02,log_weblogic_AdminServer,#### <Info> <Diagnostics> <VM_1_49_redhat> <AdminServer> <[ACTIVE] ExecuteThread: '18' for queue: 'weblogic.kernel.Default (self-tuning)'> <<WLS Kernel>> <> <be6a7ad8-0319-4a0c-b57a-e9e27c85bd59-00000264> <79> <[severity-value: 64] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-320144> <Size based data retirement operation started on archive EventsDataArchive.> 
jGVKRncBfPPrtQ4P3uYK,2021-01-28T00:00:46.625Z,lcsmcap02,log_weblogic_gc_AdminServer.log.," 1695487.434: [GC (Allocation Failure) [PSYoungGen: 687200K->7936K(686080K)] 1325979K->646747K(2084352K), 0.0216137 secs] [Times: user=0.08 sys=0.00, real=0.02 secs] "
iGVKRncBfPPrtQ4PmOaW,2021-01-28T00:00:28.845Z,lcsmcap01,log_weblogic_AdminServer,#### <Info> <Diagnostics> <cwn15aiopslcsmcap01> <AdminServer> <[ACTIVE] ExecuteThread: '24' for queue: 'weblogic.kernel.Default (self-tuning)'> <<WLS Kernel>> <> <b2a01c3c-2ee5-4376-a648-e556046a9b16-000001fb> <11> <[severity-value: 64] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-320144> <Size based data retirement operation started on archive HarvestedDataArchive.> 
iWVKRncBfPPrtQ4PmOaW,2021-01-28T00:00:28.845Z,lcsmcap01,log_weblogic_AdminServer,"#### <Info> <Diagnostics> <cwn15aiopslcsmcap01> <AdminServer> <[ACTIVE] ExecuteThread: '24' for queue: 'weblogic.kernel.Default (self-tuning)'> <<WLS Kernel>> <> <b2a01c3c-2ee5-4376-a648-e556046a9b16-000001fb> <92> <[severity-value: 64] [rid: 0] [partition-id: 0] [partition-name: DOMAIN] > <BEA-320145> <Size based data retirement operation completed on archive HarvestedDataArchive. Retired 2,400 records in 1,381 ms.> "
